field1,field2,field3,field4
The Age of Miracles,Karen Thompson Walker,https://www.goodreads.com/book/show/12401556-the-age-of-miracles,“It’s never the disasters you see coming that finally come to pass—it’s the ones you don’t expect at all” says Julia in this spellbinding novel of catastrophe and survival by a superb new writer. Luminous suspenseful unforgettable The Age of Miracles tells the haunting and beautiful story of Julia and her family as they struggle to live in a time of extraordinary change.   On an ordinary Saturday in a California suburb Julia awakens to discover that something has happened to the rotation of the earth. The days and nights are growing longer and longer
The Big Time,Fritz Leiber,https://www.goodreads.com/book/show/102281.The_Big_Time,"Have you ever worried about your memory because it doesn't seem to recall exactly the same past from one day to the next? Have you ever thought that the whole universe might be a crazy mixed-up dream? If you have then you've had hints of the Change War.  It's been going on for a billion years and it will last another billion or so. Up and down the timeline the two sides--""Spiders"" and ""Snakes""--battle endlessly to change the future and the past. Our lives our memories are their battleground. And in the midst of the war is the Place outside space and time where Greta Forzane and the other Entertainers provide solace and r-&-r for tired time warriors."
Yesterday's Gone: Season One,"Sean Platt, David W. Wright",https://www.goodreads.com/book/show/12814430-yesterday-s-gone,The #1 bestselling horror and sci-fi series with over 1000 5-star reviews starts here with Yesterday’s Gone: Season One.  They thought they were alone. They were wrong.  On October 15th humanity went missing.  A handful of scattered survivors wake to find the world empty of friends family and neighbors.  Among them a child searches for his family. A special agent turned enemy of the state survives a fiery plane crash with no way to reach his daughter. A serial killer discovers he’s no longer at the top of the food chain.  Now these strangers must find the strength inside them to weather the new world.  But they are not alone.  In the absence of civilization a new threat emerges. In the stillness it waits and watches preying on their weakness. Their only hope is to find more survivors rise above their fear and face the oncoming darkness.  But can they unite before they too are lost? And can they all be trusted?  Season One of Yesterday’s Gone by Sean Platt and David W. Wright is a tense post-apocalyptic thriller that will leave you guessing to the end.  Combining TV’s thrilling episodic nature with the in-depth character only found in novels Yesterday’s Gone is a new wave in fiction. If you like The Stand and LOST you’ll love this series that combines tension intrigue and fear of the unknown.  Get Yesterday’s Gone now and see who lives and who dies!  (Warning: This book is intended for mature audiences and contains disturbing and potentially offensive material.)
The Bell-Tower,Herman Melville,https://www.goodreads.com/book/show/24702942-the-bell-tower,Bannadonna is an eccentric artist and architect who dreams up plans for a magnificent bell tower. After receiving approval from the city Bannadonna happily begins construction but local citizens begin to notice strange occurrences associated with the bell-tower and complaints eventually reach the city magistrates. While touring the magistrates around the tower Bannadonna shows off his work and readily answers their questions but one curiosity remains unanswered�what lies beneath the shroud in the bell-tower. “The Bell-Tower” is a dark literary work that explores a mystery that is never fully revealed. HarperPerennial Classics brings great works of literature to life in digital format upholding the highest standards in ebook production and celebrating reading in all its forms. Look for more titles in the HarperPerennial Classics collection to build your digital library.
The Diamond Lens,Fitz-James O'Brien,https://www.goodreads.com/book/show/3055903-the-diamond-lens,"Fitz-James O'Brien (1828-1862) was an author and is often considered one of the forerunners of today's science fiction. While he was in college he had shown an aptitude for writing verse and two of his poems—""Loch Ine"" and ""Irish Castles""—were published in The Ballads of Ireland (1856). His earliest writings in the United States were contributed to The Lantern. Subsequently he wrote for The Home Journal The New York Times and The American Whig Review. His first important literary connection was with Harper's Magazine and beginning in February 1853 with The Two Skulls he contributed more than sixty articles in prose and verse to that periodical. He likewise wrote for the New York Saturday Press and The Atlantic Monthly. To the latter he sent ""The Diamond Lens"" (1858) and ""The Wondersmith"" (1859) which are unsurpassed as creations of the imagination and are unique among short magazine stories. Amongst his other works are ""What Was It?"" (1889) ""My Wife's Tempter"" ""The Child Who Loved a Grave"" and ""The Golden Ingot""."
The Handmaid's Tale,Margaret Atwood,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant because in an age of declining births Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before when she lived and made love with her husband Luke
Quarantine,Greg Egan,https://www.goodreads.com/book/show/156775.Quarantine,It causes riots and religions. It has people dancing in the streets and leaping off skyscrapers. And it's all because of the impenetrable gray shield that slid into place around the solar system on the night of November 15 2034.  Some see the bubble as the revenge of an insane God. Some see it as justice. Some even see it as protection. But one thing is for certain -- now there is the universe and the earth. And never the twain shall meet.  Or so it seems. Until a bio-enhanced PI named Nick Stavrianos takes on a job for an anonymous client: find a girl named Laura who disappeared from a mental institution by the most direct possible method -- walking through the walls.
Armada,Ernest Cline,https://www.goodreads.com/book/show/16278318-armada,Zack Lightman has spent his life dreaming. Dreaming that the real world could be a little more like the countless science-fiction books movies and videogames he’s spent his life consuming. Dreaming that one day some fantastic world-altering event will shatter the monotony of his humdrum existence and whisk him off on some grand space-faring adventure.  But hey there’s nothing wrong with a little escapism right? After all Zack tells himself he knows the difference between fantasy and reality. He knows that here in the real world aimless teenage gamers with anger issues don’t get chosen to save the universe.  And then he sees the flying saucer.  Even stranger the alien ship he’s staring at is straight out of the videogame he plays every night a hugely popular online flight simulator called Armada—in which gamers just happen to be protecting the earth from alien invaders.  No Zack hasn’t lost his mind. As impossible as it seems what he’s seeing is all too real. And his skills—as well as those of millions of gamers across the world—are going to be needed to save the earth from what’s about to befall it.  It’s Zack’s chance at last to play the hero. But even through the terror and exhilaration he can’t help thinking back to all those science-fiction stories he grew up with and wondering: Doesn’t something about this scenario seem a little…familiar?  At once gleefully embracing and brilliantly subverting science-fiction conventions as only Ernest Cline could Armada is a rollicking surprising thriller a classic coming of age adventure and an alien invasion tale like nothing you’ve ever read before—one whose every page is infused with the pop-culture savvy that has helped make Ready Player One a phenomenon.
Time Enough for Love,Robert A. Heinlein,https://www.goodreads.com/book/show/353.Time_Enough_for_Love,The capstone and crowning achievement of Heinlein's famous Future History Time Enough for Love follows Lazarus Long through a vast and magnificent timescape of centuries and worlds. Heinlein's longest and most ambitious work it is the story of a man so in love with Life that he refused to stop living it
Mission of Gravity,"Hal Clement, Paul Lehr (Illustrator)",https://www.goodreads.com/book/show/525285.Mission_of_Gravity,"Cover Artist: Ed Emshwiller Mission of Gravity is an sf novel by Hal Clement. The title is a play on words one meaning ""the force which pulls"" & the other being ""extremely serious or important"". It was serialized in Astounding Science Fiction 4–7/53. Its 1st cloth publication was in '54. It was 1st published in paper in '58. Along with the novel itself many editions (& most recent editions) of the book also include Whirligig World an essay on creating the planet Mesklin that was published in the 6/53 Astounding. He published two sequels a '70 novel called Star Light & a '73 short story called Lecture Demonstration. Mission of Gravity was nominated for a Retro Hugo Award for '54.  For a profit & adventure Barlennan would sail thousands of miles across uncharted waters into regions where gravity played strange tricks. He'd dare the perils of strange tribes & stranger creatures--even dicker with those aliens from beyond the skies though the concept of another world was unknown to the inhabitants of the planet of Mesklin. But in spite of the incredible technology of the strangers & without regard for their enormous size Barlennan had the notion of turning the deal to an unsuspected advantage for himself--a considerable enterprise for a being very much resembling a 15"" caterpillar!"
Time for the Stars,Robert A. Heinlein,https://www.goodreads.com/book/show/356.Time_for_the_Stars,"This is one of the classic titles originally know as the ""Heinlein Juveniles"" written in the 1950 and published for the young adult market. It has since been in print for 50 years in paperback and now returns to hardcover for a new generation. Travel to other planets is a reality and with overpopulation stretching the resources of Earth the necessity to find habitable worlds is growing ever more urgent. With no time to wait years for communication between slower-than-light spaceships and home the Long Range Foundation explores an unlikely solution--human telepathy. Identical twins Tom and Pat are enlisted to be the human radios that will keep the ships in contact with Earth. The only problem is that one of them has to stay behind and that one will grow old while the other explores the depths of space.Always a master of insight into the human consequences of future technologies this is one of Heinlein's triumphs."
Halting State,Charles Stross,https://www.goodreads.com/book/show/222472.Halting_State,"In the year 2018 Sergeant Sue Smith of the Edinburgh constabulary is called in on a special case. A daring bank robbery has taken place at Hayek Associates -- a dot-com start-up company that's just floated onto the London stock exchange. But this crime may be a bit beyond Smith's expertise.  The prime suspects are a band of marauding orcs with a dragon in tow for fire support. The bank is located within the virtual land of Avalon Four and the robbery was supposed to be impossible. When word gets out Hayek Associates and all its virtual ""economies"" are going to crash hard.  For Smith the investigation seems pointless. But the deeper she digs the bigger the case gets. There are powerful players -- both real and pixilated -- who are watching her every move. Because there is far more at stake than just some game-head's fantasy financial security . . ."
The Exodus Towers,Jason M. Hough,https://www.goodreads.com/book/show/17262145-the-exodus-towers,The Exodus Towers features all the high-octane action and richly imagined characters of The Darwin Elevator—but the stakes have never been higher.   The sudden appearance of a second space elevator in Brazil only deepens the mystery about the aliens who provided it: the Builders. Scavenger crew captain Skyler Luiken and brilliant scientist Dr. Tania Sharma have formed a colony around the new Elevator’s base utilizing mobile towers to protect humans from the Builders’ plague. But they are soon under attack from a roving band of plague-immune soldiers. Cut off from the colony Skyler must wage a one-man war against the new threat as well as murderous subhumans and thugs from Darwin—all while trying to solve the puzzle of the Builders’ master plan . . . before it’s too late for the last vestiges of humanity.
First Contact,Michael R. Hicks,https://www.goodreads.com/book/show/10881616-first-contact,Terran survey ship Aurora finds two habitable planets in an uncharted star system. But Aurora is disabled by gigantic alien warships and boarded by blue-skin females with fangs and claws. The warriors slaughter the crew in ritual one-on-one combat. The sole survivor is returned to Earth. This Messenger bears a real-time globe device that counts down to an impending attack.  That is the way of the Kreelan Empire. For centuries before man have they waged war seeking a prophesied savior. Soon to be extinct the ancient species wages their last war hoping for redemption of sins long past.
Contagion,Erin Bowman,https://www.goodreads.com/book/show/35068650-contagion,It got in us  After receiving an urgent SOS from a work detail on a distant planet a skeleton crew is dispatched to perform a standard search-and-rescue mission.  Most are dead.  But when the crew arrives they find an abandoned site littered with rotten food discarded weapons...and dead bodies.  Don't set foot here again.  As they try to piece together who—or what—could have decimated an entire operation they discover that some things are best left buried—and some monsters are only too ready to awaken.
Level 7,"Mordecai Roshwald, David Seed (Editor)",https://www.goodreads.com/book/show/820073.Level_7,"Level 7 is the diary of Officer X-127 who is assigned to stand guard at the ""Push Buttons"" a machine devised to activate the atomic destruction of the enemy in the country’s deepest bomb shelter. Four thousand feet underground Level 7 has been built to withstand the most devastating attack and to be self-sufficient for five hundred years. Selected according to a psychological profile that assures their willingness to destroy all life on Earth those who are sent down may never return.  Originally published in 1959 and with over 400000 copies sold this powerful dystopian novel remains a horrific vision of where the nuclear arms race may lead and is an affirmation of human life and love. Level 7 merits comparison to Huxley’s A Brave New World and Orwell’s 1984 and should be considered a must-read by all science fiction fans."
Isle of the Dead,Roger Zelazny,https://www.goodreads.com/book/show/1124895.Isle_of_the_Dead,"Francis Sandow is the last surviving human born in the 20th century. An early space colonist he spent long centuries of space travel in suspended animation and then suddenly woke in a far future world where everything had changed. Desperate for something to hold to he sought out a mentor who happened to be a member of a slowly dying alien race the Pei'ans. Under this tutelage Sandow eventually became a telepath and ""worldscaper""."
World War Z: An Oral History of the Zombie War,Max Brooks,https://www.goodreads.com/book/show/8908.World_War_Z,"The Zombie War came unthinkably close to eradicating humanity. Max Brooks driven by the urgency of preserving the acid-etched first-hand experiences of the survivors from those apocalyptic years traveled across the United States of America and throughout the world from decimated cities that once teemed with upwards of thirty million souls to the most remote and inhospitable areas of the planet. He recorded the testimony of men women and sometimes children who came face-to-face with the living or at least the undead hell of that dreadful time. World War Z is the result. Never before have we had access to a document that so powerfully conveys the depth of fear and horror and also the ineradicable spirit of resistance that gripped human society through the plague years.  Ranging from the now infamous village of New Dachang in the United Federation of China where the epidemiological trail began with the twelve-year-old Patient Zero to the unnamed northern forests where untold numbers sought a terrible and temporary refuge in the cold to the United States of Southern Africa where the Redeker Plan provided hope for humanity at an unspeakable price to the west-of-the-Rockies redoubt where the North American tide finally started to turn this invaluable chronicle reflects the full scope and duration of the Zombie War.  Most of all the book captures with haunting immediacy the human dimension of this epochal event. Facing the often raw and vivid nature of these personal accounts requires a degree of courage on the part of the reader but the effort is invaluable because as Mr. Brooks says in his introduction ""By excluding the human factor aren't we risking the kind of personal detachment from history that may heaven forbid lead us one day to repeat it? And in the end isn't the human factor the only true difference between us and the enemy we now refer to as 'the living dead'?""  Note: Some of the numerical and factual material contained in this edition was previously published under the auspices of the United Nations Postwar Commission."
"I, Robot",Isaac Asimov,https://www.goodreads.com/book/show/41804.I_Robot,Isaac Asimov's I Robot launches readers on an adventure into a not-so-distant future where man and machine  struggle to redefinelife love and consciousness—and where the stakes are nothing less than survival. Filled with unforgettable characters mind-bending speculation and nonstop action I Robot is a powerful reading experience from one of the master storytellers of our time.  I ROBOT  They mustn't harm a human being they must obey hitman orders and they must protect their own existence...but only so long as that doesn't violate rules one and two. With these Three Laws of Robotics humanity embarked on perhaps its greatest adventure: the invention of the first positronic man. It was a bold new era of evolution that would open up enormous possibilities—and unforeseen risks. For the scientists who invented the earliest robots weren't content that their creations should ' remain programmed helpers companions and semisentient worker-machines. And soon the robots themselves
Leviathan Wakes,James S.A. Corey,https://www.goodreads.com/book/show/8855321-leviathan-wakes,Humanity has colonized the solar system—Mars the Moon the Asteroid Belt and beyond—but the stars are still out of our reach.  Jim Holden is XO of an ice miner making runs from the rings of Saturn to the mining stations of the Belt. When he and his crew stumble upon a derelict ship the Scopuli they find themselves in possession of a secret they never wanted. A secret that someone is willing to kill for—and kill on a scale unfathomable to Jim and his crew. War is brewing in the system unless he can find out who left the ship and why.  Detective Miller is looking for a girl. One girl in a system of billions but her parents have money and money talks. When the trail leads him to the Scopuli and rebel sympathizer Holden he realizes that this girl may be the key to everything.  Holden and Miller must thread the needle between the Earth government the Outer Planet revolutionaries and secretive corporations—and the odds are against them. But out in the Belt the rules are different and one small ship can change the fate of the universe.
Boneshaker,Cherie Priest,https://www.goodreads.com/book/show/1137215.Boneshaker,In the early days of the Civil War rumors of gold in the frozen Klondike brought hordes of newcomers to the Pacific Northwest. Anxious to compete Russian prospectors commissioned inventor Leviticus Blue to create a great machine that could mine through Alaska’s ice. Thus was Dr. Blue’s Incredible Bone-Shaking Drill Engine born.  But on its first test run the Boneshaker went terribly awry destroying several blocks of downtown Seattle and unearthing a subterranean vein of blight gas that turned anyone who breathed it into the living dead.  Now it is sixteen years later and a wall has been built to enclose the devastated and toxic city. Just beyond it lives Blue’s widow Briar Wilkes. Life is hard with a ruined reputation and a teenaged boy to support but she and Ezekiel are managing. Until Ezekiel undertakes a secret crusade to rewrite history.  His quest will take him under the wall and into a city teeming with ravenous undead air pirates criminal overlords and heavily armed refugees. And only Briar can bring him out alive.
Star Wars: Battle Surgeons,"Michael Reaves, Steve Perry",https://www.goodreads.com/book/show/548314.Star_Wars,A novel of healers in wartime in which a unit of medics struggles against the worst possible circumstances to save lives as the Clone Wars rage around them. With a special appearance by Jedi Padawan Barriss Offee who will gain her Knighthood in the course of this exciting duology. A little of M*A*S*H a little of ER a lot of Star Wars! A must-read for everyone who saw STAR WARS: ATTACK OF THE CLONES and looks forward to seeing STAR WARS: EPISODE III!
Bloodchild and Other Stories,Octavia E. Butler,https://www.goodreads.com/book/show/60930.Bloodchild_and_Other_Stories,"A perfect introduction for new readers and a must-have for avid fans this New York Times Notable Book includes ""Bloodchild"" winner of both the Hugo and the Nebula awards and ""Speech Sounds"" winner of the Hugo Award. Appearing in print for the first time ""Amnesty"" is a story of a woman named Noah who works to negotiate the tense and co-dependent relationship between humans and a species of invaders. Also new to this collection is ""The Book of Martha"" which asks: What would you do if God granted you the ability—and responsibility—to save humanity from itself? Like all of Octavia Butler’s best writing these works of the imagination are parables of the contemporary world. She proves constant in her vigil an unblinking pessimist hoping to be proven wrong and one of contemporary literature’s strongest voices."
Norstrilia,Cordwainer Smith,https://www.goodreads.com/book/show/1003311.Norstrilia,Rod McBan 151st farms 'stroon' the immortality drug and is the last scion of one of the oldest and most honourable families on Norstrilia only source of stroon. But he's also a telepathic cripple and faces the ever-present risk of being culled under the government's draconian population laws.  To protect himself he uses his not-strictly-legal computer to play the market and amass an unimaginable fortune. But after he survives an assassination attempt McBan discovers that having enough money to literally buy the Earth is no good if you're too dead to spend it . . .
Skyward,Brandon Sanderson,https://www.goodreads.com/book/show/36642458-skyward,Defeated crushed and driven almost to extinction the remnants of the human race are trapped on a planet that is constantly attacked by mysterious alien starfighters. Spensa a teenage girl living among them longs to be a pilot. When she discovers the wreckage of an ancient ship she realizes this dream might be possible—assuming she can repair the ship navigate flight school and (perhaps most importantly) persuade the strange machine to help her. Because this ship uniquely appears to have a soul.
The Yiddish Policemen's Union,Michael Chabon,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,"For sixty years Jewish refugees and their descendants have prospered in the Federal District of Sitka a ""temporary"" safe haven created in the wake of revelations of the Holocaust and the shocking 1948 collapse of the fledgling state of Israel. Proud grateful and longing to be American the Jews of the Sitka District have created their own little world in the Alaskan panhandle a vibrant gritty soulful and complex frontier city that moves to the music of Yiddish. For sixty years they have been left alone neglected and half-forgotten in a backwater of history. Now the District is set to revert to Alaskan control and their dream is coming to an end: once again the tides of history threaten to sweep them up and carry them off into the unknown.  But homicide detective Meyer Landsman of the District Police has enough problems without worrying about the upcoming Reversion. His life is a shambles his marriage a wreck his career a disaster. He and his half-Tlingit partner Berko Shemets can't catch a break in any of their outstanding cases. Landsman's new supervisor is the love of his life—and also his worst nightmare. And in the cheap hotel where he has washed up someone has just committed a murder—right under Landsman's nose. Out of habit obligation and a mysterious sense that it somehow offers him a shot at redeeming himself Landsman begins to investigate the killing of his neighbor a former chess prodigy. But when word comes down from on high that the case is to be dropped immediately Landsman soon finds himself contending with all the powerful forces of faith obsession hopefulness evil and salvation that are his heritage—and with the unfinished business of his marriage to Bina Gelbfish the one person who understands his darkest fears.  At once a gripping whodunit a love story an homage to 1940s noir and an exploration of the mysteries of exile and redemption The Yiddish Policemen's Union is a novel only Michael Chabon could have written. (front flap)"
Grass,Sheri S. Tepper,https://www.goodreads.com/book/show/104342.Grass,Generations ago humans fled to the cosmic anomaly known as Grass. But before humanity arrived another species had already claimed Grass for its own. It too had developed a culture......  Now a deadly plague is spreading across the stars leaving no planet untouched save for Grass. But the secret of the planet's immunity hides a truth so shattering it could mean the end of life itself.
Starman Jones,Robert A. Heinlein,https://www.goodreads.com/book/show/351.Starman_Jones,The stars were closed to Max Jones. To get into space you either needed connections a membership in the Guild or a whole lot more money than Max the son of a widowed poor mother was every going to have. What Max does have going for him are his uncle’s prized astrogation manuals—book on star navigation that Max literally commits to memory word for word equation for equation.   From the First Golden Age of Heinlein this is the so-called juvenile (written Heinlein always claims just as much for adults) that started them all and made Heinlein a legend for multiple generations of readers.
Pavane,Keith Roberts,https://www.goodreads.com/book/show/599588.Pavane,In the year 1588 Queen Elizabeth was assassinated. That single tragedy set off a whole series of events resulting in the Spanish Armada's defeat of England and subsequent demise of Protestantism. Now it's the 20th century and the Church of Rome reigns supreme. People live a pastoral existence of guilds and farming with technology held back to the level of the steam locomotive and primitive radio. Still science cannot be held back forever...a revolution is building.
Noughts & Crosses,Malorie Blackman,https://www.goodreads.com/book/show/714902.Noughts_Crosses,Two young people are forced to make a stand in this thought-provoking look at racism and prejudice in an alternate society.  Sephy is a Cross -- a member of the dark-skinned ruling class. Callum is a Nought -- a “colourless” member of the underclass who were once slaves to the Crosses. The two have been friends since early childhood but that’s as far as it can go. In their world Noughts and Crosses simply don’t mix. Against a background of prejudice and distrust intensely highlighted by violent terrorist activity a romance builds between Sephy and Callum -- a romance that is to lead both of them into terrible danger. Can they possibly find a way to be together?
All Systems Red,Martha Wells,https://www.goodreads.com/book/show/32758901-all-systems-red,"In a corporate-dominated spacefaring future planetary missions must be approved and supplied by the Company. Exploratory teams are accompanied by Company-supplied security androids for their own safety.  But in a society where contracts are awarded to the lowest bidder safety isn't a primary concern.  On a distant planet a team of scientists are conducting surface tests shadowed by their Company-supplied 'droid—a self-aware SecUnit that has hacked its own governor module and refers to itself (though never out loud) as ""Murderbot."" Scornful of humans all it really wants is to be left alone long enough to figure out who it is.  But when a neighboring mission goes dark it's up to the scientists and their Murderbot to get to the truth."
The First Sister,Linden A. Lewis,https://www.goodreads.com/book/show/52378525-the-first-sister,First Sister has no name and no voice. As a priestess of the Sisterhood she travels the stars alongside the soldiers of Earth and Mars—the same ones who own the rights to her body and soul. When her former captain abandons her First Sister’s hopes for freedom are dashed when she is forced to stay on her ship with no friends no power and a new captain—Saito Ren—whom she knows nothing about. She is commanded to spy on Captain Ren by the Sisterhood but soon discovers that working for the war effort is so much harder to do when you’re falling in love.  Lito val Lucius climbed his way out of the slums to become an elite soldier of Venus but was defeated in combat by none other than Saito Ren resulting in the disappearance of his partner Hiro. When Lito learns that Hiro is both alive and a traitor to the cause he now has a shot at redemption: track down and kill his former partner. But when he discovers recordings that Hiro secretly made Lito’s own allegiances are put to the test. Ultimately he must decide between following orders and following his heart. 
The Relentless Moon,Mary Robinette Kowal,https://www.goodreads.com/book/show/52378682-the-relentless-moon,The Earth is coming to the boiling point as the climate disaster of the Meteor strike becomes more and more clear but the political situation is already overheated. Riots and sabotage plague the space program. The IAC's goal of getting as many people as possible off Earth before it becomes uninhabitable is being threatened.  Elma York is on her way to Mars but the Moon colony is still being established. Her friend and fellow Lady Astronaut Nicole Wargin is thrilled to be one of those pioneer settlers using her considerable flight and political skills to keep the program on track. But she is less happy that her husband the Governor of Kansas is considering a run for President. 
To Sleep in a Sea of Stars,Christopher Paolini,https://www.goodreads.com/book/show/48829708-to-sleep-in-a-sea-of-stars,Kira Navárez dreamed of life on new worlds. Now she's awakened a nightmare. During a routine survey mission on an uncolonized planet Kira finds an alien relic. At first she's delighted but elation turns to terror when the ancient dust around her begins to move.  As war erupts among the stars Kira is launched into a galaxy-spanning odyssey of discovery and transformation. First contact isn't at all what she imagined and events push her to the very limits of what it means to be human.  While Kira faces her own horrors Earth and its colonies stand upon the brink of annihilation. Now Kira might be humanity's greatest and final hope... 
Harrow the Ninth,Tamsyn Muir,https://www.goodreads.com/book/show/39325105-harrow-the-ninth,Harrow the Ninth the sequel to Gideon the Ninth turns a galaxy inside out as one necromancer struggles to survive the wreckage of herself aboard the Emperor's haunted space station.  She answered the Emperor's call.  She arrived with her arts her wits and her only friend.  In victory her world has turned to ash.  After rocking the cosmos with her deathly debut Tamsyn Muir continues the story of the penumbral Ninth House in Harrow the Ninth a mind-twisting puzzle box of mystery murder magic and mayhem. Nothing is as it seems in the halls of the Emperor and the fate of the galaxy rests on one woman's shoulders.  Harrowhark Nonagesimus last necromancer of the Ninth House has been drafted by her Emperor to fight an unwinnable war. Side-by-side with a detested rival Harrow must perfect her skills and become an angel of undeath — but her health is failing her sword makes her nauseous and even her mind is threatening to betray her.  Sealed in the gothic gloom of the Emperor's Mithraeum with three unfriendly teachers hunted by the mad ghost of a murdered planet Harrow must confront two unwelcome questions: is somebody trying to kill her? And if they succeeded would the universe be better off? 
A Beautifully Foolish Endeavor,Hank Green,https://www.goodreads.com/book/show/49003616-a-beautifully-foolish-endeavor,April May and the Carls are back in the much-anticipated sequel to Hank Green's #1 New York Times bestselling debut novel An Absolutely Remarkable Thing.  The Carls disappeared the same way they appeared in an instant. While they were on Earth they caused confusion and destruction without ever lifting a finger. Well that’s not exactly true. Part of their maelstrom was the sudden viral fame and untimely death of April May: a young woman who stumbled into Carl’s path giving them their name becoming their advocate and putting herself in the middle of an avalanche of conspiracy theories.  Months later the world is as confused as ever. Andy has picked up April’s mantle of fame speaking at conferences and online about the world post-Carl
Riot Baby,Tochi Onyebuchi,https://www.goodreads.com/book/show/44804077-riot-baby,"""Riot Baby bursts at the seams of story with so much fire passion and power that in the end it turns what we call a narrative into something different altogether.""—Marlon James  Rooted in foundational loss and the hope that can live in anger Riot Baby is both a global dystopian narrative an intimate family story with quietly devastating things to say about love fury and the black American experience.  Ella and Kev are brother and sister both gifted with extraordinary power. Their childhoods are defined and destroyed by structural racism and brutality. Their futures might alter the world. When Kev is incarcerated for the crime of being a young black man in America Ella—through visits both mundane and supernatural—tries to show him the way to a revolution that could burn it all down. "
The Last Emperox,John Scalzi,https://www.goodreads.com/book/show/45046555-the-last-emperox,The collapse of The Flow the interstellar pathway between the planets of the Interdependency has accelerated. Entire star systems—and billions of people—are becoming cut off from the rest of human civilization. This collapse was foretold through scientific prediction… and yet even as the evidence is obvious and insurmountable many still try to rationalize delay and profit from these final days of one of the greatest empires humanity has ever known.  Emperox Grayland II has finally wrested control of her empire from those who oppose her and who deny the reality of this collapse. But “control” is a slippery thing and even as Grayland strives to save as many of her people from impoverished isolation the forces opposing her rule will make a final desperate push to topple her from her throne and power by any means necessary. Grayland and her thinning list of allies must use every tool at their disposal to save themselves and all of humanity. And yet it may not be enough.  Will Grayland become the savior of her civilization… or the last emperox to wear the crown? 
The New Wilderness,Diane Cook,https://www.goodreads.com/book/show/48836769-the-new-wilderness,A debut novel that explores a mother-daughter relationship in a world ravaged by climate change and overpopulation a suspenseful second book from the author of the story collection Man V. Nature.  Bea’s five-year-old daughter Agnes is slowly wasting away. The smog and pollution of the City—an over-populated over-built metropolis where most of the population lives—is destroying her lungs. But what can Bea do? No one leaves the City anymore because there is nowhere else to go. But across the country lies the Wilderness State the last swath of open protected land left. Here forests and desert plains are inhabited solely by wildlife. People are forbidden. Until now.    Bea Agnes and eighteen others volunteer to live in the Wilderness State as part of a study to see if humans can co-exist with nature. Can they be part of the wilderness and not destroy it? Living as nomadic hunter-gatherers this new community wanders through the grand country trying to adhere to the strict rules laid down by the Rangers whose job it is to remind them they must Leave No Trace. As the group slowly learns to live and survive on the unpredictable and often dangerous land its members battle for power and control and betray and save each other. The farther they roam the closer they come to their animal soul.  To her dismay Bea discovers that in fleeing to the Wilderness State to save Agnes she is losing her in a different way. Agnes is growing wilder and closer to the land while Bea cannot shake her urban past. As she and Agnes grow further apart the bonds between mother and daughter are tested in surprising and heartbreaking ways.  Yet just as these modern nomads come to think of the Wilderness State as home its future is threatened when the Government discovers a new use for the land. Now the migrants must choose to stay and fight for their place in the wilderness their home or trust the Rangers and their promises of a better tomorrow elsewhere. 
The Book of Koli,M.R. Carey,https://www.goodreads.com/book/show/51285749-the-book-of-koli,Beyond the walls of the small village of Mythen Rood lies an unrecognizable world. A world where overgrown forests are filled with choker trees and deadly vines and seeds that will kill you where you stand. And if they don't get you one of the dangerous shunned men will.  Koli has lived in Mythen Rood his entire life. He knows the first rule of survival is that you don't venture beyond the walls.  What he doesn't know is - what happens when you aren't given a choice?  The first in a gripping new trilogy The Book of Koli charts the journey of one unforgettable young boy struggling to find his place in a chilling post-apocalyptic world. 
The Vanished Birds,Simon Jimenez,https://www.goodreads.com/book/show/45422268-the-vanished-birds,"A mysterious child lands in the care of a solitary woman changing both of their lives forever in this captivating debut of connection across space and time.  ""This is when your life begins.""  Nia Imani is a woman out of place and outside of time. Decades of travel through the stars are condensed into mere months for her though the years continue to march steadily onward for everyone she has ever known. Her friends and lovers have aged past her; all she has left is work. Alone and adrift she lives only for the next paycheck until the day she meets a mysterious boy fallen from the sky.  A boy broken by his past.  The scarred child does not speak his only form of communication the beautiful and haunting music he plays on an old wooden flute. Captured by his songs and their strange immediate connection Nia decides to take the boy in. And over years of starlit travel these two outsiders discover in each other the things they lack. For him a home a place of love and safety. For her an anchor to the world outside of herself.  For both of them a family.  But Nia is not the only one who wants the boy. The past hungers for him and when it catches up it threatens to tear this makeshift family apart. "
